1,0.066215000
2,0.034359000
3,0.029109000
4,0.030633000
5,0.028934000
6,0.029032000
7,0.030707000
8,0.031350000
9,0.035237000
10,0.028605000
11,0.029590000
12,0.028332000
13,0.028187000
14,0.029813000
15,0.028160000
16,0.027403000
17,0.028009000
18,0.030554000
19,0.030572000
20,0.028133000
21,0.027146000
22,0.028820000
23,0.027092000
24,0.027864000
25,0.029807000
26,0.028763000
27,0.029545000
28,0.030652000
29,0.030164000
30,0.032455000
31,0.031743000
32,0.028656000
33,0.037451000
34,0.036106000
35,0.030005000
36,0.027714000
37,0.028340000
38,0.031184000
39,0.029975000
40,0.030066000
41,0.029575000
42,0.032648000
43,0.031037000
44,0.037338000
45,0.028744000
46,0.028584000
47,0.028032000
48,0.030151000
49,0.028629000
50,0.030869000
51,0.029118000
52,0.038286000
53,0.027693000
54,0.027265000
55,0.029538000
56,0.032461000
57,0.028878000
58,0.027386000
59,0.030201000
60,0.032333000
61,0.029138000
62,0.027439000
63,0.026717000
64,0.028733000
65,0.028477000
66,0.029153000
67,0.027471000
68,0.027694000
69,0.027218000
70,0.030450000
71,0.029408000
72,0.028828000
73,0.027833000
74,0.032584000
75,0.028573000
76,0.028272000
77,0.036084000
78,0.030443000
79,0.027868000
80,0.029128000
81,0.029947000
82,0.029768000
83,0.030804000
84,0.029047000
85,0.030872000
86,0.028755000
87,0.029333000
88,0.028972000
89,0.029411000
90,0.028098000
91,0.027945000
92,0.028608000
93,0.029163000
94,0.032748000
95,0.028449000
96,0.033719000
97,0.030839000
98,0.031228000
99,0.033182000
100,0.028159000
101,0.028915000
102,0.029429000
103,0.029244000
104,0.039402000
105,0.029554000
106,0.030105000
107,0.028195000
108,0.027937000
109,0.030773000
110,0.028146000
111,0.028293000
112,0.029023000
113,0.028912000
114,0.028088000
115,0.028089000
116,0.028734000
117,0.027865000
118,0.027657000
119,0.027557000
120,0.028554000
121,0.030309000
122,0.027558000
123,0.028100000
124,0.028570000
125,0.028506000
126,0.031159000
127,0.030451000
128,0.028802000
129,0.028502000
130,0.029628000
131,0.028939000
132,0.029009000
133,0.028025000
134,0.028100000
135,0.028291000
136,0.028319000
137,0.029514000
138,0.028732000
139,0.029507000
140,0.028144000
141,0.029501000
142,0.030063000
143,0.030513000
144,0.028172000
145,0.033945000
146,0.031300000
147,0.032745000
148,0.030357000
149,0.031484000
150,0.027951000
151,0.028074000
152,0.028312000
153,0.029340000
154,0.036764000
155,0.028227000
156,0.029464000
157,0.030580000
158,0.031721000
159,0.029260000
160,0.030688000
161,0.030470000
162,0.028955000
163,0.029263000
164,0.033993000
165,0.032485000
166,0.032196000
167,0.031034000
168,0.029465000
169,0.029727000
170,0.031333000
171,0.030038000
172,0.029153000
173,0.028554000
174,0.028109000
175,0.030120000
176,0.028478000
177,0.030064000
178,0.029247000
179,0.027978000
180,0.028763000
181,0.028705000
182,0.030081000
183,0.028710000
184,0.028790000
185,0.030501000
186,0.030665000
187,0.028106000
188,0.028542000
189,0.028060000
190,0.027528000
191,0.027324000
192,0.029280000
193,0.027246000
194,0.027526000
195,0.030163000
196,0.028858000
197,0.028972000
198,0.030974000
199,0.027860000
200,0.029293000
201,0.028364000
202,0.028182000
203,0.027324000
204,0.027703000
205,0.027221000
206,0.027516000
207,0.030070000
208,0.036813000
209,0.034755000
210,0.028121000
211,0.027903000
212,0.029440000
213,0.034108000
214,0.027362000
215,0.026987000
216,0.027672000
217,0.027591000
218,0.027319000
219,0.026667000
220,0.027667000
221,0.027551000
222,0.027994000
223,0.028363000
224,0.028388000
225,0.027591000
226,0.027467000
227,0.029553000
228,0.027361000
229,0.029043000
230,0.029711000
231,0.028991000
232,0.031302000
233,0.031935000
234,0.030631000
235,0.028835000
236,0.028818000
237,0.028390000
238,0.027228000
239,0.027205000
240,0.027897000
241,0.028300000
242,0.027544000
243,0.028066000
244,0.027560000
245,0.029003000
246,0.028526000
247,0.028261000
248,0.029430000
249,0.028359000
250,0.028659000
251,0.030096000
252,0.029902000
253,0.027117000
254,0.030233000
255,0.030766000
256,0.030778000
257,0.028600000
258,0.028572000
259,0.028451000
260,0.027111000
261,0.028690000
262,0.027506000
263,0.028048000
264,0.027704000
265,0.030486000
266,0.030685000
267,0.027269000
268,0.029431000
269,0.027830000
270,0.029896000
271,0.027239000
272,0.029654000
273,0.027815000
274,0.031084000
275,0.028229000
276,0.030511000
277,0.029877000
278,0.027290000
279,0.029903000
280,0.026540000
281,0.026658000
282,0.027535000
283,0.026697000
284,0.027879000
285,0.027172000
286,0.029492000
287,0.028694000
288,0.029562000
289,0.027767000
290,0.028101000
291,0.027994000
292,0.028285000
293,0.029479000
294,0.027752000
295,0.027665000
296,0.028263000
297,0.030443000
298,0.030043000
299,0.028584000
300,0.034684000
301,0.031157000
302,0.030902000
303,0.027102000
304,0.028197000
305,0.027630000
306,0.029864000
307,0.028363000
308,0.030172000
309,0.028815000
310,0.028324000
311,0.028735000
312,0.028901000
313,0.027833000
314,0.029539000
315,0.029687000
316,0.030379000
317,0.027491000
318,0.034488000
319,0.030747000
320,0.029830000
321,0.029452000
322,0.028458000
323,0.028499000
324,0.032191000
325,0.035996000
326,0.035833000
327,0.032206000
328,0.029013000
329,0.027548000
330,0.027119000
331,0.027289000
332,0.027051000
333,0.028556000
334,0.030367000
335,0.030188000
336,0.026995000
337,0.027211000
338,0.027460000
339,0.028032000
340,0.028278000
341,0.029132000
342,0.028313000
343,0.027466000
344,0.026874000
345,0.027757000
346,0.027626000
347,0.027228000
348,0.026874000
349,0.028626000
350,0.034510000
351,0.031097000
352,0.034339000
353,0.028040000
354,0.032070000
355,0.030043000
356,0.029905000
357,0.027440000
358,0.027962000
359,0.029155000
360,0.027198000
361,0.028293000
362,0.028548000
363,0.029253000
364,0.027254000
365,0.029518000
366,0.028540000
367,0.029431000
368,0.034952000
369,0.031837000
370,0.028934000
371,0.028627000
372,0.027497000
373,0.027881000
374,0.030635000
375,0.027544000
376,0.030914000
377,0.028491000
